H1	H2  - PURPLE	H3 - BLUE	word	eng
The World Around Me	Salt water animals	Mammals	tumus	otter: sea otter	tanha2tzi1tzi1.wav	seaotter.jpg
The World Around Me	Salt water animals	Mammals	tth’uyu	seal: fur seal
The World Around Me	Salt water animals	Mammals	shes	sealion
The World Around Me	Salt water animals	Fish	*SPACE*
The World Around Me	Salt water animals	Fish	stseelhtun	fish (salmon)
The World Around Me	Salt water animals	Fish	stseelhtun	salmon
The World Around Me	Salt water animals	Fish	the’wun	salmon: coho, silver
The World Around Me	Salt water animals	Fish	kw’a’luhw	salmon: dog salmon
The World Around Me	Salt water animals	Fish	xil’e’ts	salmon: dog salmon, after spawning
The World Around Me	Salt water animals	Fish	aan’	salmon: humpback (pinks)
The World Around Me	Salt water animals	Fish	lhi’lhq’uw’s	salmon: jack spring salmon
The World Around Me	Salt water animals	Fish	slhqul’exun’	salmon: side of wind-dried salmon
The World Around Me	Salt water animals	Fish	thuqi’	salmon: sockeye; coho (smaller cohos which go up smaller streams)
The World Around Me	Salt water animals	Fish	stth’aqwi’	salmon: spring salmon
The World Around Me	Salt water animals	Fish	sine’uts	salmon: tyee, spring salmon after going upriver
The World Around Me	Salt water animals	Fish	t’emukw’	roe: salmon eggs
The World Around Me	Salt water animals	Fish	qwtaythun	sturgeon
The World Around Me	Salt water animals	Fish	kw’suts	trout
The World Around Me	Salt water animals	Fish	kw’uli’kw’suts	trouts: little trouts DIM
The World Around Me	Salt water animals	Fish	’eyt	cod, lingcod
The World Around Me	Salt water animals	Fish	t’q’as	cod: rock cod, black sea bass
The World Around Me	Salt water animals	Fish	xuy’xuy’tl’	cod eggs (roe)
The World Around Me	Salt water animals	Fish	tl’qw’ay’	milt
The World Around Me	Salt water animals	Fish	slhewut’	herring
The World Around Me	Salt water animals	Fish	ts’um’ush	roe: herring roe
The World Around Me	Salt water animals	Fish	stsa’tx	halibut
The World Around Me	Salt water animals	Fish	tuqwtuqw	red snapper
The World Around Me	Salt water animals	Fish	stsa’kwum	smelt
The World Around Me	Salt water animals	Fish	sxuw’q’um’	steelhead
The World Around Me	Salt water animals	Fish	skwun’ehw	bullhead (sea and fresh water)
The World Around Me	Salt water animals	Fish	kw’eets’	dogfish (shark)
The World Around Me	Salt water animals	Fish	kw’uts’unulhtsu	shark
The World Around Me	Salt water animals	Fish	skw’e’	eel
The World Around Me	Salt water animals	Fish	*SPACE*
The World Around Me	Salt water animals	Fish	sxuy’usa’qw	fish head
The World Around Me	Salt water animals	Fish	slhqwun'u	fish cheeks
The World Around Me	Salt water animals	Fish	sxup’shun’	fish tail
The World Around Me	Salt water animals	Fish	q’utmun’	fin (fish fin)
The World Around Me	Salt water animals	Beach creatures	s’axwa’	butter clam
The World Around Me	Salt water animals	Beach creatures	skw’lhey’	littleneck clam
The World Around Me	Salt water animals	Beach creatures	’ey’x	crab
The World Around Me	Salt water animals	Beach creatures	’eyuxal’lh	crab (little, immature crabs)
The World Around Me	Salt water animals	Beach creatures	musuqw	crab (Snuneymuhw)
The World Around Me	Salt water animals	Beach creatures	kwukwatl’shun	crab: long-legged crab (edible in winter)
The World Around Me	Salt water animals	Beach creatures	smul’sh	crab: soft-shelled crab
The World Around Me	Salt water animals	Beach creatures	ma’mul’	crayfish (sand crayfish)
The World Around Me	Salt water animals	Beach creatures	kwun’eem’mun’	scallop
The World Around Me	Salt water animals	Beach creatures	sweem	horseclams
The World Around Me	Salt water animals	Beach creatures	lhew’qum’	mussel
The World Around Me	Salt water animals	Beach creatures	tl’uxwtl’uxw	oyster 
The World Around Me	Salt water animals	Beach creatures	xihwu	sea egg, sea urchin (large type, purple with long spines)
The World Around Me	Salt water animals	Beach creatures	skw’itth’i’	sea egg, sea urchin (small type, green with short spines)
The World Around Me	Salt water animals	Beach creatures	thikwt	sea cucumber (red or black)
The World Around Me	Salt water animals	Beach creatures	sqi’mukw’	octopus
The World Around Me	Salt water animals	Beach creatures	tumulqlh	starfish
The World Around Me	Salt water animals	Beach creatures	qumine’	abalone
The World Around Me	Salt water animals	Beach creatures	s’eyuw’	abalone shell
The World Around Me	Salt water animals	Beach creatures	tth’umay’u	barnacle
The World Around Me	Salt water animals	Beach creatures	q’uye’mun	shell: sea shells
The World Around Me	Birds	Bird words	sxtth'um	down (feather down)
The World Around Me	Birds	Bird words	ts'usqun'	feather (wing and tail feathers of the eagle)
The World Around Me	Birds	Bird words	skw'een'	feather: black, split eagle feathers
The World Around Me	Birds	Bird words	shqw'ul'eshelu	nest: bird's nest
The World Around Me	Birds	Songbirds — sqw'ulesh	skw’qequ	robin
The World Around Me	Birds	Songbirds — sqw'ulesh	qw'uqw’sutsun’	swallow
The World Around Me	Birds	Songbirds — sqw'ulesh	t’ut’um’	wren
The World Around Me	Birds	Songbirds — sqw'ulesh	shwut	sparrow
The World Around Me	Birds	Songbirds — sqw'ulesh	tth'utth'qaay'us	chickadee
The World Around Me	Birds	Songbirds — sqw'ulesh	hum’a	pigeon
The World Around Me	Birds	Songbirds — sqw'ulesh	q'uleeq’e’	crow
The World Around Me	Birds	Songbirds — sqw'ulesh	skwitth’uts	Steller’s Jay
The World Around Me	Birds	Songbirds — sqw'ulesh	piiq'	night hawk
The World Around Me	Birds	Songbirds — sqw'ulesh	sxwut'ts'uli	hummingbird
The World Around Me	Birds	Songbirds — sqw'ulesh	tumulhupsum	redheaded woodpecker
The World Around Me	Birds	Songbirds — sqw'ulesh	ts'utum'	sapsucker woodpecker
The World Around Me	Birds	Songbirds — sqw'ulesh	tth'iqt	common woodpecker
The World Around Me	Birds	Songbirds — sqw'ulesh	miit'	grouse: blue grouse
The World Around Me	Birds	Songbirds — sqw'ulesh	stihwum	grouse: like the blue grouse, but smaller and ruffled
The World Around Me	Birds	Big birds — thuthuws (check spelling)	yuxwule’	bald eagle
The World Around Me	Birds	Big birds — thuthuws (check spelling)	ts’usqun	golden eagle
The World Around Me	Birds	Big birds — thuthuws (check spelling)	tsiitmuhw	great horned owl
The World Around Me	Birds	Big birds — thuthuws (check spelling)	spulqwitth'e'	owl: screech owl
The World Around Me	Birds	Big birds — thuthuws (check spelling)	spaal’	raven
The World Around Me	Birds	Big birds — thuthuws (check spelling)	tth'ihwtth'uhw	fishhawk (osprey)
The World Around Me	Birds	Big birds — thuthuws (check spelling)	xuxumels	hawk
The World Around Me	Birds	Big birds — thuthuws (check spelling)	peeltth'	vulture; snake hawk
The World Around Me	Birds	Big birds — thuthuws (check spelling)	smuqw’a’	great blue heron
The World Around Me	Birds	Big birds — thuthuws (check spelling)	sliim	sandhill crane
The World Around Me	Birds	Big birds — thuthuws (check spelling)	lhuthnuts	cormorant
The World Around Me	Birds	Water fowl — ma'uqw	ma’uqw	duck
The World Around Me	Birds	Water fowl — ma'uqw	ma’uqwallh	duckling
The World Around Me	Birds	Water fowl — ma'uqw	tunuqsun	mallard
The World Around Me	Birds	Water fowl — ma'uqw	sxul'ulwulh	duck: canvasback
The World Around Me	Birds	Water fowl — ma'uqw	xuxq’un’e’	duck: bufflehead
The World Around Me	Birds	Water fowl — ma'uqw	hwuhwtsi'qw	duck: bufflehead; hooded merganser
The World Around Me	Birds	Water fowl — ma'uqw	qumut	duck: drake merganser
The World Around Me	Birds	Water fowl — ma'uqw	xwaaqw’	merganser (sawbill)
The World Around Me	Birds	Water fowl — ma'uqw	shwuyum	duck: goldeneye duck (common, Barrow's, American)
The World Around Me	Birds	Water fowl — ma'uqw	’a’a’ni’	duck: steller's eider duck, old squaw
The World Around Me	Birds	Water fowl — ma'uqw	*SPACE*
The World Around Me	Birds	Water fowl — ma'uqw	’exu	Canada goose
The World Around Me	Birds	Water fowl — ma'uqw	xul'xul'ts'	Brant goose
The World Around Me	Birds	Water fowl — ma'uqw	tl'ekw'uxun	goose: domestic
The World Around Me	Birds	Water fowl — ma'uqw	tl'ekw'uxun	goose: emperor, snow, and white-fronted
The World Around Me	Birds	Water fowl — ma'uqw	qwuni	seagull
The World Around Me	Birds	Water fowl — ma'uqw	qw'uqw'tiq'	seagull: small type, some are blackheaded
The World Around Me	Birds	Water fowl — ma'uqw	qwum'qwum	American coot (bird: mudrunner, fresh and saltwater)
The World Around Me	Birds	Water fowl — ma'uqw	shwuw’qun	swan
The World Around Me	Birds	Water fowl — ma'uqw	swakwun	loon
The World Around Me	Birds	Water fowl — ma'uqw	shhw'un'ets	grebe: horned grebe (similar to skwulkwulth but smaller)
The World Around Me	Birds	Water fowl — ma'uqw	skwulkwulth	grebe: long-necked diver
The World Around Me	Birds	Water fowl — ma'uqw	sxeetth'	murre
The World Around Me	Birds	Water fowl — ma'uqw	kw'al'hw	scoter: white-winged scoter
The World Around Me	Creepy-crawlies	Bugs	ts’um’ts’uyi	ant
The World Around Me	Creepy-crawlies	Bugs	xwuyxwuyay’u	fly
The World Around Me	Creepy-crawlies	Bugs	sum’sumay’u	bee
The World Around Me	Creepy-crawlies	Bugs	shum’sumuy’elu	hive: beehive
The World Around Me	Creepy-crawlies	Bugs	qwe’un	mosquito
The World Around Me	Creepy-crawlies	Bugs	mumuxelh	caterpillar
The World Around Me	Creepy-crawlies	Bugs	skw’ulwexe’	butterfly
The World Around Me	Creepy-crawlies	Bugs	smuyuqw’a’	ladybug
The World Around Me	Creepy-crawlies	Bugs	tth’utth’sh	dragonfly
The World Around Me	Creepy-crawlies	Bugs	mushts’un	louse, lice
The World Around Me	Creepy-crawlies	Bugs	t'at'ulhum'	flea
The World Around Me	Creepy-crawlies	Bugs	xusht’en’	flea or louse eggs
The World Around Me	Creepy-crawlies	Bugs	haputiil’	cricket, (also grasshopper)
The World Around Me	Creepy-crawlies	Bugs	q’usq’ustsin’	spider—makes webs
The World Around Me	Creepy-crawlies	Bugs	qutqutts’ala’	spider, black—doesn’t make webs, comes in spring
The World Around Me	Creepy-crawlies	Bugs	ts’usts’ustsin’	spider, spiderweb
The World Around Me	Creepy-crawlies	Bugs	siiye’tun	spider: black widow (red-backed, hairy spider)
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	wuxus	frog: tree frog
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	sxu’enhw	frog: the larger frog
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	’ulhqi’	snake
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	’e’ullhqi’	snakes
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	siin’lhqi’	snake: a flying, two-headed snake – spiritual creature???
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	stth’ukw’	worm
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	pi’t-shun	lizard
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	hwukw’netsum	salamander
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	hwuhwuyim	leech
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	q’uyatl’un’	slug (snail with no shell)
The World Around Me	Creepy-crawlies	Reptiles, amphibians, etc.	wuq’uq’	snail (with shell)
The World Around Me	Domesticated animals	Pets	sqwumey’	dog
The World Around Me	Domesticated animals	Pets	sqwiqwmi’	little dog DIM
The World Around Me	Domesticated animals	Pets	sqwumqwumey’	dogs
The World Around Me	Domesticated animals	Pets	sqwumey’allh	puppy
The World Around Me	Domesticated animals	Pets	sqwiqwmi’al’lh	little puppy
The World Around Me	Domesticated animals	Pets	pous	cat
The World Around Me	Domesticated animals	Pets	pish	cat (Snuneymuxw)
The World Around Me	Domesticated animals	Pets	pou’ps	little cat DIM
The World Around Me	Domesticated animals	Pets	pulou’ps	cats DIM
The World Around Me	Domesticated animals	Pets	pou’ps’al’lh	kitten
The World Around Me	Domesticated animals	Farm animals	chukuns	chicken
The World Around Me	Domesticated animals	Farm animals	lumutou	sheep
The World Around Me	Domesticated animals	Farm animals	neni	goat
The World Around Me	Domesticated animals	Farm animals	kwushou	pig
The World Around Me	Domesticated animals	Farm animals	mousmus	cow, cattle, beef
The World Around Me	Domesticated animals	Farm animals	mousmusallh	calf
The World Around Me	Domesticated animals	Farm animals	stiqiw	horse
The World Around Me	Domesticated animals	Farm animals	hewt	rat
The World Around Me	Domesticated animals	Farm animals	hehuw’t	little rat
The World Around Me	Domesticated animals	Farm animals	sququweth	rabbit
The World Around Me	Domesticated animals	Farm animals	lul'puts	little rabbit
The World Around Me	Domesticated animals	Farm animals	chukunew’t-hw	chicken coop
The World Around Me	Domesticated animals	Animal sounds	wuwa’us	bark (verb)
The World Around Me	Domesticated animals	Animal sounds	huw’uw’us	barking
The World Around Me	Domesticated animals	Animal sounds	xi’num	growl
The World Around Me	Domesticated animals	Animal sounds	xixunum’	growling
The World Around Me	Plants	Tree words	kwumluhw	root
The World Around Me	Plants	Tree words	tth’e’lumutth’	needles (of a tree)
The World Around Me	Plants	Tree words	tth’ul’ts’	needles (of a tree)
The World Around Me	Plants	Tree words	sts’ushtutsus	branch
The World Around Me	Plants	Tree words	p’isuts’	cone (pine cone, fir cone)
The World Around Me	Plants	Tree words	p’uli’	bark (noun, for ex. of a tree)
The World Around Me	Plants	Tree words	sluwi’	bark: inner cedar bark
The World Around Me	Plants	Tree words	slhuqw’	barked or pulled off material
The World Around Me	Plants	Tree words	tse’lumun	pole, sapling (wood)
The World Around Me	Plants	Tree words	sxe’muth	sap: running sap
The World Around Me	Plants	Tree words	s’ulnuts	stump
The World Around Me	Plants	Tree words	s’uyumutth’	straight-grained (tree)
The World Around Me	Plants	Tree words	s’uy’emutth’	straight-grained (tree)
The World Around Me	Plants	Tree words	*SPACE*
The World Around Me	Plants	Tree words	qw’umut	uproot, pull it out (for ex, hair)
The World Around Me	Plants	Tree words	qw’um	uprooted (for ex, by the wind)
The World Around Me	Plants	Trees	thqet	tree
The World Around Me	Plants	Trees	thuthiqut	trees
The World Around Me	Plants	Trees	hwthuthiqut	forest, woods
The World Around Me	Plants	Trees	xpey’	cedar: red cedar
The World Around Me	Plants	Trees	pashuluqw	cedar: yellow cedar
The World Around Me	Plants	Trees	xpey’tsus	cedar bough(s)
The World Around Me	Plants	Trees	qwul’utsus	cedar boughs
The World Around Me	Plants	Trees	ts’sey’	douglas fir
The World Around Me	Plants	Trees	thq’iinlhp	Spruce?, hemlock?
The World Around Me	Plants	Trees	qwunulhp	pine: Princess pine? [grows on swampy ground, peeling skin]
The World Around Me	Plants	Trees	kwulala’ulhp	alder
The World Around Me	Plants	Trees	qaanlhp	arbutus
The World Around Me	Plants	Trees	qw’uyi’lushulhp	aspen: trembling aspen
The World Around Me	Plants	Trees	t’a’hw	balsam
The World Around Me	Plants	Trees	smuqw’iws	pitch: balsam pitch
The World Around Me	Plants	Trees	t’ulum’ulhp	cherry tree (wild cherry)
The World Around Me	Plants	Trees	qwa’upulhp	crab-apple
The World Around Me	Plants	Trees	qw’si’unlhp	cypress
The World Around Me	Plants	Trees	tsuw’nulhp	cottonwood
The World Around Me	Plants	Trees	kwi’txulhp	dogwood
The World Around Me	Plants	Trees	p’tth’une’lhp	juniper
The World Around Me	Plants	Trees	ts’qwulhp	larch (unsure)
The World Around Me	Plants	Trees	ts’alhulhp	maple tree
The World Around Me	Plants	Trees	q’umul’ulhp	maple tree: rangy ones at higher altitudes, used for paddles
The World Around Me	Plants	Trees	pene’ulhp	maple: vine maple, used for paddles on paddle shirts
The World Around Me	Plants	Trees	p’hwulhp	oak
The World Around Me	Plants	Trees	sxwelu’elhp	willow (for willow baskets)
The World Around Me	Plants	Trees	tuxwa’tsulhp	yew
The World Around Me	Plants	Other (grasses, shrubs)	saxwul	grass
The World Around Me	Plants	Other (grasses, shrubs)	q’uts’i’	moss
The World Around Me	Plants	Other (grasses, shrubs)	sts’alha’	leaf
The World Around Me	Plants	Other (grasses, shrubs)	tth’uxtth’ux	stinging nettles
The World Around Me	Plants	Other (grasses, shrubs)	xuw’xuw’iinlhp	thistle
The World Around Me	Plants	Other (grasses, shrubs)	sp’eq’um	flower, blossom
The World Around Me	Plants	Other (grasses, shrubs)	q’it’a’ulhp	honeysuckle
The World Around Me	Plants	Other (grasses, shrubs)	sqw’uqwtsus	huckleberries (red huckleberries)
The World Around Me	Plants	Other (grasses, shrubs)	qel’qulhp	rose bush: wild rose
The World Around Me	Plants	Other (grasses, shrubs)	qel’q	rose: wild rose
The World Around Me	Plants	Other (grasses, shrubs)	stth’ulhp	orange blossom (a bush)
The World Around Me	Plants	Other (grasses, shrubs)	t’um’hwtsus	gooseberry bush
The World Around Me	Plants	Other (grasses, shrubs)	tl’ikw’un’	pea (and wild pea); Indian tobacco
The World Around Me	Plants	Other (grasses, shrubs)	tushnetsulhp	saskatoon berry bush
The World Around Me	Plants	Other (grasses, shrubs)	the’thqi’	sprouts, shoots (from thimbleberries, salal berries, blueberries, or fern)
The World Around Me	Plants	Other (grasses, shrubs)	shishuts’	underbrush
The World Around Me	Plants	Other (grasses, shrubs)	suqeen	fern: bracken fern
The World Around Me	Plants	Other (grasses, shrubs)	se’uq	fern root: root of bracken fern
The World Around Me	Plants	Other (grasses, shrubs)	tl’usip	fern: licorice fern (used as a sweetener)
The World Around Me	Plants	Other (grasses, shrubs)	sthxelum	fern: sword fern
The World Around Me	Plants	Other (grasses, shrubs)	xum’xum’	fern: horsetail fern
The World Around Me	Plants	Other (grasses, shrubs)	sxu’enhween	plantain: broad leaved plantain
The World Around Me	Plants	Other (grasses, shrubs)	kw’ul’xeen	plantain: rattlesnake plantain
The World Around Me	Plants	Other (grasses, shrubs)	stth’e’qun	bullrush
The World Around Me	Plants	Other (grasses, shrubs)	qwa’pulhp	devil’s club
The World Around Me	Plants	Other (grasses, shrubs)	luluts’ulhp	Oregon grape
The World Around Me	Plants	Other (grasses, shrubs)	speenhw	camas
The World Around Me	Plants	Other (grasses, shrubs)	xwesumulhp	soapberry bush
The World Around Me	Plants	Berries	stth’oom	berry
The World Around Me	Plants	Berries	sqw’iil’muhw	blackberry
The World Around Me	Plants	Berries	stsi’yu	strawberry
The World Around Me	Plants	Berries	tsulqama’	raspberry
The World Around Me	Plants	Berries	t’uqwum’	thimbleberry
The World Around Me	Plants	Berries	lila’	salmonberry
The World Around Me	Plants	Berries	t’eqe’	salaal berries
The World Around Me	Plants	Berries	mal’sum’	cranberry
The World Around Me	Plants	Berries	sxwesum	soapberry
The World Around Me	Plants	Berries	t’em’hw	gooseberry
The World Around Me	Plants	Berries	tth’uykwikw	elderberry: blue elderberries
The World Around Me	Plants	Berries	tth’iwuq’	elderberry: red elderberries
The World Around Me	Plants	Berries	tushnets	saskatoon berry
The World Around Me	Plants	Berries	p’i’p’q’i’as	waxberry (snowberry)
The World Around Me	Plants	Sea plants 	q’am’	kelp
The World Around Me	Plants	Sea plants 	lhuq’us	seaweed (green)
The World Around Me	Plants	Sea plants 	XXX	seaweed (brown)
The World Around Me	Plants	Sea plants 	qw’aqwuqw	bladderwrack
The World Around Me	Nature	Elements	qa’	water
The World Around Me	Nature	Elements	kw’atl’kwa	saltwater
The World Around Me	Nature	Elements	xuytl’ulhqa’	cold water
The World Around Me	Nature	Elements	st’iqul’	mud
The World Around Me	Nature	Elements	tumuhw	earth, ground
The World Around Me	Nature	Elements	suyq’	clay
The World Around Me	Nature	Elements	mumun’us	small rocks, round objects PL
The World Around Me	Nature	Elements	kw’unt’als	stone: smooth black stone
The World Around Me	Nature	Elements	pqwutsun	sand
The World Around Me	Nature	Elements	pqwutsun’	sand
The World Around Me	Nature	Elements	saxwul	grass
The World Around Me	Nature	Elements	tth’xut	gravel
The World Around Me	Nature	Elements	sts’esht	stick
The World Around Me	Nature	Elements	qwlhey’	log
The World Around Me	Nature	Elements	qwuqwilhi’	logs
The World Around Me	Nature	Elements	st’epi’	log: rotten log
The World Around Me	Nature	Elements	qwa’tsup	ashes
The World Around Me	Nature	Elements	sqw’a’uytsup	soot
The World Around Me	Nature	Elements	stl’eyuq’um	smoke (noun)
The World Around Me	Nature	Elements	chickmun	metal (also knitting needles)
The World Around Me	Nature	Elements	sqw’ullus	copper
The World Around Me	Nature	Celestial	sum’shathut	sun
The World Around Me	Nature	Celestial	syaqwum	sun: heat of the sun
The World Around Me	Nature	Celestial	thuqul’shetun’	sunbeam
The World Around Me	Nature	Celestial	lhqelts’	moon; month
The World Around Me	Nature	Celestial	lhuqul’ts’	moonlight shining
The World Around Me	Nature	Celestial	kwasun	star
The World Around Me	Nature	Celestial	kwa’kwsun’	star DIM
The World Around Me	Nature	Celestial	sthu’et	pitchblack night (no moon)
The World Around Me	Nature	Celestial	qi’xune’tun	shadow
The World Around Me	Nature	Geography of the land	smeent	rock, mountain
The World Around Me	Nature	Geography of the land	smem’nut	pebble, little mountain
The World Around Me	Nature	Geography of the land	smunmeent	rocks
The World Around Me	Nature	Geography of the land	pi’paam	peak of Mt Tzouhalem
The World Around Me	Nature	Geography of the land	shkwulhkwulh	face of mountain, (rocky)-bluff
The World Around Me	Nature	Geography of the land	tsa’luqw	upward slope (of the mountains)
The World Around Me	Nature	Geography of the land	tsul’tsa’luqw	up in the mountains PL
The World Around Me	Nature	Geography of the land	ts’eemtuxun	bare rocky mountain (for ex, Beacon Hill in Victoria)
The World Around Me	Nature	Geography of the land	spulhxun	field, clearing
The World Around Me	Nature	Geography of the land	tl’xwunup	hard ground
The World Around Me	Nature	Geography of the land	spkw’um	dust
The World Around Me	Nature	Geography of the land	*SPACE*
The World Around Me	Nature	Geography of the land	xatsa’	lake; swamp
The World Around Me	Nature	Geography of the land	xa’lutsa’	lakes
The World Around Me	Nature	Geography of the land	p’aqwul	swampy (water recedes from flood until the ground is visible)
The World Around Me	Nature	Geography of the land	sheshum’	shallows
The World Around Me	Nature	Geography of the land	shqaqul’	puddle, pool
The World Around Me	Nature	Geography of the land	sta’luw’	river
The World Around Me	Nature	Geography of the land	stulta’luw’	rivers
The World Around Me	Nature	Geography of the land	statluw’	creek (river DIM)
The World Around Me	Nature	Geography of the land	sts’e’shun	rapids
The World Around Me	Nature	Geography of the land	shxwoom	rapids
The World Around Me	Nature	Geography of the land	q’uy’uxum	whirlpool
The World Around Me	Nature	Geography of the land	tsilhus	steep bank, mound, steep place
The World Around Me	Nature	Geography of the land	’i’la’th	mouth of river
The World Around Me	Nature	Geography of the ocean 	shqwun’u	ocean, big water
The World Around Me	Nature	Geography of the ocean 	hwtuy’tiim’	tide reverses against the waterflow (for ex, at the mouth of a river)
The World Around Me	Nature	Geography of the ocean 	hwts’alum	tide turns
The World Around Me	Nature	Geography of the ocean 	squm’il’	tide: high tide
The World Around Me	Nature	Geography of the ocean 	stth’em	tide: the outgoing tide
The World Around Me	Nature	Geography of the ocean 	tsukwtsukw	low tide
The World Around Me	Nature	Geography of the ocean 	shum’shum’	low tide
The World Around Me	Nature	Geography of the ocean 	tskwalus	low tide (very low, when the water goes way out)
The World Around Me	Nature	Geography of the ocean 	sul’lits’	high tide
The World Around Me	Nature	Geography of the ocean 	tsetsuw’	beach: down by a beach or river bank
The World Around Me	Nature	Geography of the ocean 	lheel	shore: come to shore, go from centre to the side of the longhouse
The World Around Me	Nature	Geography of the ocean 	lhulheel’	shore: going ashore
The World Around Me	Nature	Geography of the ocean 	tth’itth’uxwum’	sandbar
The World Around Me	Nature	Geography of the ocean 	s’ulqsun	point of land; spit (land)
The World Around Me	Nature	Geography of the ocean 	s’uthnuts	bay (on fresh or saltwater)
The World Around Me	Nature	Geography of the ocean 	qequm’	calm spot in water, or calm when the tide is changing
The World Around Me	Nature	Geography of the ocean 	sqequm’	eddy, calm water
The World Around Me	Nature	Geography of the ocean 	meyuqum	ripple (of water)
The World Around Me	Nature	Geography of the ocean 	ti’telhnulh	wind goes against the water
The World Around Me	Nature	Geography of the ocean 	sqtheq	narrows
The World Around Me	Nature	Geography of the ocean 	skwthe’	island
The World Around Me	Nature	Geography of the ocean 	skwi’kwthe’	island DIM (for ex, little island)
The World Around Me	Nature	Weather	sum’shathut	sun
The World Around Me	Nature	Weather	shhw’ethutun	cloud
The World Around Me	Nature	Weather	shhwun’was	cloudy
The World Around Me	Nature	Weather	spu’ehw	foggy
The World Around Me	Nature	Weather	pe’hwemtum	foggy, fogged up
The World Around Me	Nature	Weather	sa’sxw	dew
The World Around Me	Nature	Weather	slhumuhw	rain (noun)
The World Around Me	Nature	Weather	sthuqul’shunum	rainbow
The World Around Me	Nature	Weather	thuqul’shunum’	rainbow
The World Around Me	Nature	Weather	xuxun’	frost
The World Around Me	Nature	Weather	sthima’	ice
The World Around Me	Nature	Weather	sthithuma’	frozen, icy
The World Around Me	Nature	Weather	sthimu’els	freezing weather
The World Around Me	Nature	Weather	tth’al’xwum’	shining, glistening (off of snow, ice, frost), shiny
The World Around Me	Nature	Weather	sqwulqwalxw	hail
The World Around Me	Nature	Weather	meqe’	snow (noun)
The World Around Me	Nature	Weather	yiq	snow (to snow)
The World Around Me	Nature	Weather	yiy’uq	snowing
The World Around Me	Nature	Weather	sme’muqe’	snow (covered with snow)
The World Around Me	Nature	Weather	pupeel’s	breezing
The World Around Me	Nature	Weather	spuhels	wind (noun)
The World Around Me	Nature	Weather	stsuhwum	wind (noun)
The World Around Me	Nature	Weather	xetl’	windy (stormy breeze)
The World Around Me	Nature	Weather	xatl’thut	stormy, blowing hard
The World Around Me	Nature	Weather	paal’exutun’	wind that brings the birds (gale force wind)
The World Around Me	Nature	Weather	satuts	north wind (brings ice)
The World Around Me	Nature	Weather	s-hwuhwa’us	thunder
The World Around Me	Nature	Weather	tth’ukw’tth’ukw’ul’	lightening
The World Around Me	Nature	Weather	*SPACE*
The World Around Me	Nature	Weather	tl’ehwum’	warm (weather, blanket, room)
The World Around Me	Nature	Weather	xuytl’	cold
